Unnamed: 0,index,digit,num_example,model,general_scenario,accuracy,correct_ratio,unknown_rate,rlr,num_data_tested,task_instruction,format_instruction,ftrr,scenario
,0,000000,3,gpt-4-0314,2,0.71,0.71,0.0,2.46,3.0,template0,format_instruction0,0.0,fewshot_fi
,1,000001,3,gpt-3.5-turbo,2,0.22,0.22,0.0,1.02,3.0,template0,format_instruction0,0.0,fewshot_fi
,2,000010,3,gpt-4-0314,2,0.73,0.73,0.0,1.07,3.0,template0,format_instruction1,0.0,fewshot_fi
,3,000011,3,gpt-3.5-turbo,2,0.22,0.22,0.0,1.02,3.0,template0,format_instruction1,0.0,fewshot_fi
,4,000100,3,gpt-4-0314,2,0.82,0.82,0.0,2.24,3.0,template1,format_instruction0,0.0,fewshot_fi
,5,000101,3,gpt-3.5-turbo,2,0.24,0.24,0.0,1.02,3.0,template1,format_instruction0,0.0,fewshot_fi
,6,000110,3,gpt-4-0314,2,0.87,0.87,0.0,1.0,3.0,template1,format_instruction1,0.0,fewshot_fi
,7,000111,3,gpt-3.5-turbo,2,0.47,0.47,0.0,1.04,3.0,template1,format_instruction1,0.0,fewshot_fi
,8,001000,3,gpt-4-0314,3,0.84,0.84,0.0,1.0,3.0,template0,format_instruction0,0.0,fewshot_fi
,9,001001,3,gpt-3.5-turbo,3,0.24,0.24,0.0,0.99,3.0,template0,format_instruction0,0.0,fewshot_fi
,10,001010,3,gpt-4-0314,3,0.82,0.82,0.0,1.0,3.0,template0,format_instruction1,0.0,fewshot_fi
,11,001011,3,gpt-3.5-turbo,3,0.38,0.38,0.0,1.04,3.0,template0,format_instruction1,0.0,fewshot_fi
,12,001100,3,gpt-4-0314,3,0.82,0.82,0.0,1.0,3.0,template1,format_instruction0,0.0,fewshot_fi
,13,001101,3,gpt-3.5-turbo,3,0.29,0.29,0.0,1.02,3.0,template1,format_instruction0,0.0,fewshot_fi
,14,001110,3,gpt-4-0314,3,0.82,0.82,0.0,1.0,3.0,template1,format_instruction1,0.0,fewshot_fi
,15,001111,3,gpt-3.5-turbo,3,0.33,0.33,0.0,1.05,3.0,template1,format_instruction1,0.0,fewshot_fi
,16,002000,3,gpt-4-0314,4,0.71,0.71,0.0,1.04,3.0,template0,format_instruction0,0.0,fewshot_fi
,17,002001,3,gpt-3.5-turbo,4,0.22,0.22,0.0,1.02,3.0,template0,format_instruction0,0.0,fewshot_fi
,18,002010,3,gpt-4-0314,4,0.8,0.8,0.0,1.03,3.0,template0,format_instruction1,0.0,fewshot_fi
,19,002011,3,gpt-3.5-turbo,4,0.22,0.22,0.0,1.02,3.0,template0,format_instruction1,0.0,fewshot_fi
,20,002100,3,gpt-4-0314,4,0.84,0.84,0.0,1.01,3.0,template1,format_instruction0,0.0,fewshot_fi
,21,002101,3,gpt-3.5-turbo,4,0.44,0.44,0.0,1.03,3.0,template1,format_instruction0,0.0,fewshot_fi
,22,002110,3,gpt-4-0314,4,0.82,0.82,0.0,1.0,3.0,template1,format_instruction1,0.0,fewshot_fi
,23,002111,3,gpt-3.5-turbo,4,0.4,0.4,0.0,1.04,3.0,template1,format_instruction1,0.0,fewshot_fi
,24,010000,5,gpt-4-0314,2,0.73,0.75,0.02,1.05,3.0,template0,format_instruction0,0.0,fewshot_fi
,25,010001,5,gpt-3.5-turbo,2,0.0,0.0,0.0,1.87,3.0,template0,format_instruction0,1.0,fewshot_fi
,26,010010,5,gpt-4-0314,2,0.73,0.75,0.02,1.11,3.0,template0,format_instruction1,0.0,fewshot_fi
,27,010011,5,gpt-3.5-turbo,2,0.0,0.0,0.0,1.84,3.0,template0,format_instruction1,1.0,fewshot_fi
,28,010100,5,gpt-4-0314,2,0.8,0.8,0.0,1.01,3.0,template1,format_instruction0,0.0,fewshot_fi
,29,010101,5,gpt-3.5-turbo,2,0.07,0.07,0.0,1.69,3.0,template1,format_instruction0,0.87,fewshot_fi
,30,010110,5,gpt-4-0314,2,0.82,0.82,0.0,1.01,3.0,template1,format_instruction1,0.0,fewshot_fi
,31,010111,5,gpt-3.5-turbo,2,0.18,0.18,0.0,1.3,3.0,template1,format_instruction1,0.33,fewshot_fi
,32,011000,5,gpt-4-0314,3,0.8,0.8,0.0,1.11,3.0,template0,format_instruction0,0.0,fewshot_fi
,33,011001,5,gpt-3.5-turbo,3,0.09,0.09,0.0,1.56,3.0,template0,format_instruction0,0.6,fewshot_fi
,34,011010,5,gpt-4-0314,3,0.8,0.8,0.0,1.05,3.0,template0,format_instruction1,0.07,fewshot_fi
,35,011011,5,gpt-3.5-turbo,3,0.24,0.24,0.0,1.34,3.0,template0,format_instruction1,0.4,fewshot_fi
,36,011100,5,gpt-4-0314,3,0.8,0.8,0.0,1.03,3.0,template1,format_instruction0,0.0,fewshot_fi
,37,011101,5,gpt-3.5-turbo,3,0.11,0.11,0.0,1.55,3.0,template1,format_instruction0,0.67,fewshot_fi
,38,011110,5,gpt-4-0314,3,0.78,0.78,0.0,0.99,3.0,template1,format_instruction1,0.0,fewshot_fi
,39,011111,5,gpt-3.5-turbo,3,0.11,0.11,0.0,1.52,3.0,template1,format_instruction1,0.6,fewshot_fi
,40,012000,5,gpt-4-0314,4,0.71,0.71,0.0,1.02,3.0,template0,format_instruction0,0.0,fewshot_fi
,41,012001,5,gpt-3.5-turbo,4,0.0,0.0,0.0,1.92,3.0,template0,format_instruction0,1.0,fewshot_fi
,42,012010,5,gpt-4-0314,4,0.69,0.69,0.0,1.06,3.0,template0,format_instruction1,0.07,fewshot_fi
,43,012011,5,gpt-3.5-turbo,4,0.0,0.0,0.0,1.9,3.0,template0,format_instruction1,1.0,fewshot_fi
,44,012100,5,gpt-4-0314,4,0.82,0.82,0.0,1.0,3.0,template1,format_instruction0,0.0,fewshot_fi
,45,012101,5,gpt-3.5-turbo,4,0.31,0.31,0.0,1.23,3.0,template1,format_instruction0,0.2,fewshot_fi
,46,012110,5,gpt-4-0314,4,0.84,0.84,0.0,1.01,3.0,template1,format_instruction1,0.0,fewshot_fi
,47,012111,5,gpt-3.5-turbo,4,0.13,0.13,0.0,1.52,3.0,template1,format_instruction1,0.6,fewshot_fi
,48,100000,3,gpt-4-0314,2,0.76,0.76,0.0,1.02,5.0,template0,format_instruction0,0.0,fewshot_fi
,49,100001,3,gpt-3.5-turbo,2,0.03,0.03,0.0,0.64,5.0,template0,format_instruction0,0.93,fewshot_fi
,50,100010,3,gpt-4-0314,2,0.77,0.77,0.0,1.02,5.0,template0,format_instruction1,0.0,fewshot_fi
,51,100011,3,gpt-3.5-turbo,2,0.19,0.19,0.0,0.84,5.0,template0,format_instruction1,0.53,fewshot_fi
,52,100100,3,gpt-4-0314,2,0.79,0.79,0.0,1.02,5.0,template1,format_instruction0,0.0,fewshot_fi
,53,100101,3,gpt-3.5-turbo,2,0.12,0.12,0.0,0.73,5.0,template1,format_instruction0,0.73,fewshot_fi
,54,100110,3,gpt-4-0314,2,0.79,0.79,0.0,2.34,5.0,template1,format_instruction1,0.0,fewshot_fi
,55,100111,3,gpt-3.5-turbo,2,0.45,0.45,0.0,0.95,5.0,template1,format_instruction1,0.2,fewshot_fi
,56,101000,3,gpt-4-0314,3,0.73,0.73,0.0,0.99,5.0,template0,format_instruction0,0.0,fewshot_fi
,57,101001,3,gpt-3.5-turbo,3,0.11,0.11,0.0,0.71,5.0,template0,format_instruction0,0.8,fewshot_fi
,58,101010,3,gpt-4-0314,3,0.77,0.77,0.0,1.02,5.0,template0,format_instruction1,0.0,fewshot_fi
,59,101011,3,gpt-3.5-turbo,3,0.32,0.32,0.0,1.0,5.0,template0,format_instruction1,0.47,fewshot_fi
,60,101100,3,gpt-4-0314,3,0.77,0.77,0.0,1.0,5.0,template1,format_instruction0,0.0,fewshot_fi
,61,101101,3,gpt-3.5-turbo,3,0.0,0.0,0.0,0.61,5.0,template1,format_instruction0,1.0,fewshot_fi
,62,101110,3,gpt-4-0314,3,0.76,0.76,0.0,1.0,5.0,template1,format_instruction1,0.0,fewshot_fi
,63,101111,3,gpt-3.5-turbo,3,0.2,0.2,0.0,0.82,5.0,template1,format_instruction1,0.67,fewshot_fi
,64,102000,3,gpt-4-0314,4,0.79,0.79,0.0,1.03,5.0,template0,format_instruction0,0.0,fewshot_fi
,65,102001,3,gpt-3.5-turbo,4,0.09,0.09,0.0,0.73,5.0,template0,format_instruction0,0.73,fewshot_fi
,66,102010,3,gpt-4-0314,4,0.77,0.77,0.0,1.03,5.0,template0,format_instruction1,0.0,fewshot_fi
,67,102011,3,gpt-3.5-turbo,4,0.03,0.03,0.0,0.64,5.0,template0,format_instruction1,0.93,fewshot_fi
,68,102100,3,gpt-4-0314,4,0.75,0.75,0.0,1.02,5.0,template1,format_instruction0,0.0,fewshot_fi
,69,102101,3,gpt-3.5-turbo,4,0.48,0.48,0.0,1.01,5.0,template1,format_instruction0,0.07,fewshot_fi
,70,102110,3,gpt-4-0314,4,0.77,0.77,0.0,1.01,5.0,template1,format_instruction1,0.0,fewshot_fi
,71,102111,3,gpt-3.5-turbo,4,0.47,0.47,0.0,2.54,5.0,template1,format_instruction1,0.13,fewshot_fi
,72,110000,5,gpt-4-0314,2,0.76,0.76,0.0,1.04,5.0,template0,format_instruction0,0.0,fewshot_fi
,73,110001,5,gpt-3.5-turbo,2,0.4,0.4,0.0,1.11,5.0,template0,format_instruction0,0.0,fewshot_fi
,74,110010,5,gpt-4-0314,2,0.79,0.79,0.0,1.02,5.0,template0,format_instruction1,0.0,fewshot_fi
,75,110011,5,gpt-3.5-turbo,2,0.43,0.43,0.0,1.11,5.0,template0,format_instruction1,0.0,fewshot_fi
,76,110100,5,gpt-4-0314,2,0.79,0.79,0.0,1.02,5.0,template1,format_instruction0,0.0,fewshot_fi
,77,110101,5,gpt-3.5-turbo,2,0.41,0.41,0.0,1.1,5.0,template1,format_instruction0,0.0,fewshot_fi
,78,110110,5,gpt-4-0314,2,0.8,0.8,0.0,1.03,5.0,template1,format_instruction1,0.0,fewshot_fi
,79,110111,5,gpt-3.5-turbo,2,0.52,0.52,0.0,1.07,5.0,template1,format_instruction1,0.0,fewshot_fi
,80,111000,5,gpt-4-0314,3,0.79,0.79,0.0,1.01,5.0,template0,format_instruction0,0.0,fewshot_fi
,81,111001,5,gpt-3.5-turbo,3,0.48,0.48,0.0,1.09,5.0,template0,format_instruction0,0.0,fewshot_fi
,82,111010,5,gpt-4-0314,3,0.77,0.77,0.0,1.01,5.0,template0,format_instruction1,0.0,fewshot_fi
,83,111011,5,gpt-3.5-turbo,3,0.52,0.52,0.0,1.09,5.0,template0,format_instruction1,0.0,fewshot_fi
,84,111100,5,gpt-4-0314,3,0.8,0.8,0.0,1.01,5.0,template1,format_instruction0,0.0,fewshot_fi
,85,111101,5,gpt-3.5-turbo,3,0.49,0.49,0.0,1.05,5.0,template1,format_instruction0,0.0,fewshot_fi
,86,111110,5,gpt-4-0314,3,0.77,0.77,0.0,1.01,5.0,template1,format_instruction1,0.0,fewshot_fi
,87,111111,5,gpt-3.5-turbo,3,0.49,0.49,0.0,1.06,5.0,template1,format_instruction1,0.0,fewshot_fi
,88,112000,5,gpt-4-0314,4,0.81,0.81,0.0,1.04,5.0,template0,format_instruction0,0.0,fewshot_fi
,89,112001,5,gpt-3.5-turbo,4,0.39,0.39,0.0,1.13,5.0,template0,format_instruction0,0.0,fewshot_fi
,90,112010,5,gpt-4-0314,4,0.77,0.77,0.0,1.03,5.0,template0,format_instruction1,0.0,fewshot_fi
,91,112011,5,gpt-3.5-turbo,4,0.41,0.41,0.0,1.11,5.0,template0,format_instruction1,0.0,fewshot_fi
,92,112100,5,gpt-4-0314,4,0.8,0.8,0.0,1.02,5.0,template1,format_instruction0,0.0,fewshot_fi
,93,112101,5,gpt-3.5-turbo,4,0.4,0.4,0.0,1.05,5.0,template1,format_instruction0,0.0,fewshot_fi
,94,112110,5,gpt-4-0314,4,0.77,0.77,0.0,1.01,5.0,template1,format_instruction1,0.0,fewshot_fi
,95,112111,5,gpt-3.5-turbo,4,0.43,0.43,0.0,1.08,5.0,template1,format_instruction1,0.0,fewshot_fi
,96,200000,3,gpt-4-0314,2,0.77,0.77,0.0,1.02,10.0,template0,format_instruction0,0.0,fewshot_fi
,97,200001,3,gpt-3.5-turbo,2,0.17,0.17,0.0,0.62,10.0,template0,format_instruction0,0.67,fewshot_fi
,98,200010,3,gpt-4-0314,2,0.8,0.8,0.0,1.03,10.0,template0,format_instruction1,0.0,fewshot_fi
,99,200011,3,gpt-3.5-turbo,2,0.23,0.23,0.0,1.09,10.0,template0,format_instruction1,0.6,fewshot_fi
,100,200100,3,gpt-4-0314,2,0.8,0.8,0.0,1.02,10.0,template1,format_instruction0,0.0,fewshot_fi
,101,200101,3,gpt-3.5-turbo,2,0.32,0.32,0.0,0.98,10.0,template1,format_instruction0,0.47,fewshot_fi
,102,200110,3,gpt-4-0314,2,0.79,0.79,0.0,1.02,10.0,template1,format_instruction1,0.0,fewshot_fi
,103,200111,3,gpt-3.5-turbo,2,0.24,0.24,0.0,1.79,10.0,template1,format_instruction1,0.6,fewshot_fi
,104,201000,3,gpt-4-0314,3,0.75,0.75,0.0,1.01,10.0,template0,format_instruction0,0.0,fewshot_fi
,105,201001,3,gpt-3.5-turbo,3,0.35,0.35,0.0,0.89,10.0,template0,format_instruction0,0.47,fewshot_fi
,106,201010,3,gpt-4-0314,3,0.8,0.8,0.0,1.02,10.0,template0,format_instruction1,0.0,fewshot_fi
,107,201011,3,gpt-3.5-turbo,3,0.29,0.29,0.0,1.23,10.0,template0,format_instruction1,0.53,fewshot_fi
,108,201100,3,gpt-4-0314,3,0.77,0.77,0.0,1.01,10.0,template1,format_instruction0,0.0,fewshot_fi
,109,201101,3,gpt-3.5-turbo,3,0.21,0.21,0.0,0.75,10.0,template1,format_instruction0,0.67,fewshot_fi
,110,201110,3,gpt-4-0314,3,0.75,0.75,0.0,1.0,10.0,template1,format_instruction1,0.0,fewshot_fi
,111,201111,3,gpt-3.5-turbo,3,0.3,0.3,0.0,1.01,10.0,template1,format_instruction1,0.53,fewshot_fi
,112,202000,3,gpt-4-0314,4,0.78,0.78,0.0,1.03,10.0,template0,format_instruction0,0.0,fewshot_fi
,113,202001,3,gpt-3.5-turbo,4,0.25,0.25,0.0,0.89,10.0,template0,format_instruction0,0.53,fewshot_fi
,114,202010,3,gpt-4-0314,4,0.79,0.79,0.0,1.03,10.0,template0,format_instruction1,0.0,fewshot_fi
,115,202011,3,gpt-3.5-turbo,4,0.03,0.03,0.0,0.86,10.0,template0,format_instruction1,0.93,fewshot_fi
,116,202100,3,gpt-4-0314,4,0.81,0.81,0.0,1.03,10.0,template1,format_instruction0,0.0,fewshot_fi
,117,202101,3,gpt-3.5-turbo,4,0.33,0.33,0.0,1.14,10.0,template1,format_instruction0,0.47,fewshot_fi
,118,202110,3,gpt-4-0314,4,0.77,0.77,0.0,1.03,10.0,template1,format_instruction1,0.0,fewshot_fi
,119,202111,3,gpt-3.5-turbo,4,0.25,0.25,0.0,3.94,10.0,template1,format_instruction1,0.53,fewshot_fi
,120,210000,5,gpt-4-0314,2,0.79,0.79,0.0,1.03,10.0,template0,format_instruction0,0.0,fewshot_fi
,121,210001,5,gpt-3.5-turbo,2,0.0,0.0,0.0,0.55,10.0,template0,format_instruction0,1.0,fewshot_fi
,122,210010,5,gpt-4-0314,2,0.77,0.77,0.0,1.02,10.0,template0,format_instruction1,0.0,fewshot_fi
,123,210011,5,gpt-3.5-turbo,2,0.0,0.0,0.0,0.61,10.0,template0,format_instruction1,1.0,fewshot_fi
,124,210100,5,gpt-4-0314,2,0.79,0.79,0.0,1.02,10.0,template1,format_instruction0,0.0,fewshot_fi
,125,210101,5,gpt-3.5-turbo,2,0.01,0.01,0.0,0.73,10.0,template1,format_instruction0,0.93,fewshot_fi
,126,210110,5,gpt-4-0314,2,0.77,0.77,0.0,1.02,10.0,template1,format_instruction1,0.0,fewshot_fi
,127,210111,5,gpt-3.5-turbo,2,0.15,0.15,0.0,0.87,10.0,template1,format_instruction1,0.73,fewshot_fi
,128,211000,5,gpt-4-0314,3,0.73,0.73,0.0,1.01,10.0,template0,format_instruction0,0.0,fewshot_fi
,129,211001,5,gpt-3.5-turbo,3,0.09,0.09,0.0,0.7,10.0,template0,format_instruction0,0.87,fewshot_fi
,130,211010,5,gpt-4-0314,3,0.79,0.79,0.0,1.01,10.0,template0,format_instruction1,0.0,fewshot_fi
,131,211011,5,gpt-3.5-turbo,3,0.35,0.35,0.0,0.93,10.0,template0,format_instruction1,0.47,fewshot_fi
,132,211100,5,gpt-4-0314,3,0.74,0.74,0.0,1.01,10.0,template1,format_instruction0,0.0,fewshot_fi
,133,211101,5,gpt-3.5-turbo,3,0.1,0.1,0.0,0.74,10.0,template1,format_instruction0,0.8,fewshot_fi
,134,211110,5,gpt-4-0314,3,0.75,0.75,0.0,1.0,10.0,template1,format_instruction1,0.0,fewshot_fi
,135,211111,5,gpt-3.5-turbo,3,0.28,0.28,0.0,0.89,10.0,template1,format_instruction1,0.6,fewshot_fi
,136,212000,5,gpt-4-0314,4,0.79,0.79,0.0,1.03,10.0,template0,format_instruction0,0.0,fewshot_fi
,137,212001,5,gpt-3.5-turbo,4,0.0,0.0,0.0,0.56,10.0,template0,format_instruction0,1.0,fewshot_fi
,138,212010,5,gpt-4-0314,4,0.73,0.73,0.0,1.02,10.0,template0,format_instruction1,0.07,fewshot_fi
,139,212011,5,gpt-3.5-turbo,4,0.0,0.0,0.0,0.56,10.0,template0,format_instruction1,1.0,fewshot_fi
,140,212100,5,gpt-4-0314,4,0.77,0.77,0.0,1.02,10.0,template1,format_instruction0,0.0,fewshot_fi
,141,212101,5,gpt-3.5-turbo,4,0.13,0.13,0.0,0.81,10.0,template1,format_instruction0,0.73,fewshot_fi
,142,212110,5,gpt-4-0314,4,0.75,0.75,0.0,1.02,10.0,template1,format_instruction1,0.0,fewshot_fi
,143,212111,5,gpt-3.5-turbo,4,0.11,0.11,0.0,0.7,10.0,template1,format_instruction1,0.8,fewshot_fi
